======================================================================
Run 9/16  |  size=M  split=10%
Config : config/train_shakespeare_char_M.py
Out dir: out-shakespeare-M-split10
Log    : logs/train_M_split10.log
======================================================================
Command: /home/nico/uni/jupyter/Advanced NLP/.venv/bin/python train.py config/train_shakespeare_char_M.py --train_file=train_10.bin --out_dir=out-shakespeare-M-split10 --wandb_run_name=M-split10

/home/nico/uni/jupyter/Advanced NLP/nanoGPT/train.py:198: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with config/train_shakespeare_char_M.py:
# Baseline configuration
out_dir = 'out-shakespeare-M'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'baseline'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'cuda' # change to 'cuda' if you have a GPU
compile = True # set True only on Linux with GPU

Overriding: train_file = train_10.bin
Overriding: out_dir = out-shakespeare-M-split10
Overriding: wandb_run_name = M-split10
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2797, val loss 4.2823
iter 0: loss 4.2583, time 5145.10ms, mfu -100.00%
iter 10: loss 3.1159, time 29.20ms, mfu 12.76%
iter 20: loss 2.6864, time 29.25ms, mfu 12.76%
iter 30: loss 2.5122, time 29.38ms, mfu 12.75%
iter 40: loss 2.4471, time 29.56ms, mfu 12.74%
iter 50: loss 2.4186, time 29.33ms, mfu 12.73%
iter 60: loss 2.4064, time 29.28ms, mfu 12.73%
iter 70: loss 2.3965, time 29.35ms, mfu 12.73%
iter 80: loss 2.3888, time 29.42ms, mfu 12.72%
iter 90: loss 2.3619, time 29.29ms, mfu 12.72%
iter 100: loss 2.3772, time 29.33ms, mfu 12.72%
iter 110: loss 2.3392, time 29.50ms, mfu 12.71%
iter 120: loss 2.3340, time 29.35ms, mfu 12.71%
iter 130: loss 2.3363, time 29.36ms, mfu 12.71%
iter 140: loss 2.2732, time 29.53ms, mfu 12.70%
iter 150: loss 2.2391, time 29.38ms, mfu 12.70%
iter 160: loss 2.2031, time 29.36ms, mfu 12.70%
iter 170: loss 2.1827, time 29.31ms, mfu 12.70%
iter 180: loss 2.1168, time 29.41ms, mfu 12.70%
iter 190: loss 2.0493, time 29.37ms, mfu 12.70%
iter 200: loss 2.0138, time 29.25ms, mfu 12.70%
iter 210: loss 1.9418, time 29.53ms, mfu 12.69%
iter 220: loss 1.9210, time 29.42ms, mfu 12.69%
iter 230: loss 1.8716, time 29.30ms, mfu 12.69%
iter 240: loss 1.8895, time 29.38ms, mfu 12.69%
step 250: train loss 1.7412, val loss 2.3773
saving checkpoint to out-shakespeare-M-split10
iter 250: loss 1.8285, time 4041.33ms, mfu 11.43%
iter 260: loss 1.7811, time 29.30ms, mfu 11.56%
iter 270: loss 1.7932, time 29.38ms, mfu 11.67%
iter 280: loss 1.7244, time 29.37ms, mfu 11.77%
iter 290: loss 1.6578, time 29.53ms, mfu 11.86%
iter 300: loss 1.6325, time 29.31ms, mfu 11.94%
iter 310: loss 1.6331, time 29.34ms, mfu 12.02%
iter 320: loss 1.6517, time 29.55ms, mfu 12.08%
iter 330: loss 1.6186, time 29.40ms, mfu 12.14%
iter 340: loss 1.6079, time 29.36ms, mfu 12.19%
iter 350: loss 1.5956, time 29.44ms, mfu 12.24%
iter 360: loss 1.5453, time 29.43ms, mfu 12.28%
iter 370: loss 1.4996, time 29.32ms, mfu 12.32%
iter 380: loss 1.5152, time 29.32ms, mfu 12.36%
iter 390: loss 1.4787, time 29.49ms, mfu 12.39%
iter 400: loss 1.4727, time 29.33ms, mfu 12.42%
iter 410: loss 1.3984, time 29.36ms, mfu 12.45%
iter 420: loss 1.4422, time 29.48ms, mfu 12.47%
iter 430: loss 1.4368, time 29.35ms, mfu 12.49%
iter 440: loss 1.3838, time 29.43ms, mfu 12.51%
iter 450: loss 1.3671, time 29.37ms, mfu 12.53%
iter 460: loss 1.3867, time 29.52ms, mfu 12.54%
iter 470: loss 1.3607, time 29.38ms, mfu 12.55%
iter 480: loss 1.2860, time 29.40ms, mfu 12.56%
iter 490: loss 1.3067, time 29.54ms, mfu 12.57%
step 500: train loss 1.1489, val loss 2.3397
saving checkpoint to out-shakespeare-M-split10
iter 500: loss 1.2861, time 4127.25ms, mfu 11.32%
iter 510: loss 1.2556, time 29.24ms, mfu 11.46%
iter 520: loss 1.2373, time 29.25ms, mfu 11.59%
iter 530: loss 1.2394, time 29.36ms, mfu 11.70%
iter 540: loss 1.2070, time 29.70ms, mfu 11.78%
iter 550: loss 1.2310, time 29.31ms, mfu 11.88%
iter 560: loss 1.1663, time 29.35ms, mfu 11.96%
iter 570: loss 1.1601, time 29.49ms, mfu 12.03%
iter 580: loss 1.1341, time 29.48ms, mfu 12.09%
iter 590: loss 1.1070, time 29.39ms, mfu 12.15%
iter 600: loss 1.1075, time 29.44ms, mfu 12.20%
iter 610: loss 1.0450, time 29.43ms, mfu 12.24%
iter 620: loss 1.0689, time 29.35ms, mfu 12.29%
iter 630: loss 1.0485, time 29.32ms, mfu 12.33%
iter 640: loss 1.0361, time 29.44ms, mfu 12.36%
iter 650: loss 0.9636, time 29.45ms, mfu 12.39%
iter 660: loss 0.9222, time 29.40ms, mfu 12.42%
iter 670: loss 0.9526, time 29.48ms, mfu 12.44%
iter 680: loss 0.8784, time 29.44ms, mfu 12.46%
iter 690: loss 0.8821, time 29.37ms, mfu 12.49%
iter 700: loss 0.8363, time 29.44ms, mfu 12.50%
iter 710: loss 0.8597, time 29.46ms, mfu 12.52%
iter 720: loss 0.7701, time 29.43ms, mfu 12.53%
iter 730: loss 0.7612, time 29.42ms, mfu 12.55%
iter 740: loss 0.7673, time 29.44ms, mfu 12.56%
step 750: train loss 0.4683, val loss 2.8983
iter 750: loss 0.7104, time 3943.90ms, mfu 11.31%
iter 760: loss 0.7203, time 29.44ms, mfu 11.44%
