======================================================================
Run 15/16  |  size=L  split=50%
Config : config/train_shakespeare_char_L.py
Out dir: out-shakespeare-L-split50
Log    : logs/train_L_split50.log
======================================================================
Command: /home/nico/uni/jupyter/Advanced NLP/.venv/bin/python train.py config/train_shakespeare_char_L.py --train_file=train_50.bin --out_dir=out-shakespeare-L-split50 --wandb_run_name=L-split50

/home/nico/uni/jupyter/Advanced NLP/nanoGPT/train.py:198: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with config/train_shakespeare_char_L.py:
# Baseline configuration
out_dir = 'out-shakespeare-L'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'baseline'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 8
n_head = 8
n_embd = 512
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'cuda' # change to 'cuda' if you have a GPU
compile = True # set True only on Linux with GPU

Overriding: train_file = train_50.bin
Overriding: out_dir = out-shakespeare-L-split50
Overriding: wandb_run_name = L-split50
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 25.21M
num decayed parameter tensors: 34, with 25,330,176 parameters
num non-decayed parameter tensors: 17, with 8,704 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2453, val loss 4.2381
iter 0: loss 4.2572, time 9403.34ms, mfu -100.00%
iter 10: loss 3.0488, time 61.62ms, mfu 13.96%
iter 20: loss 2.6782, time 62.37ms, mfu 13.94%
iter 30: loss 2.5631, time 61.94ms, mfu 13.94%
iter 40: loss 2.5387, time 61.96ms, mfu 13.93%
iter 50: loss 2.5035, time 61.92ms, mfu 13.93%
iter 60: loss 2.4812, time 62.11ms, mfu 13.92%
iter 70: loss 2.4821, time 61.97ms, mfu 13.92%
iter 80: loss 2.4572, time 61.91ms, mfu 13.92%
iter 90: loss 2.4347, time 61.95ms, mfu 13.91%
iter 100: loss 2.4137, time 62.12ms, mfu 13.91%
iter 110: loss 2.4164, time 62.17ms, mfu 13.90%
iter 120: loss 2.3688, time 62.14ms, mfu 13.89%
iter 130: loss 2.3987, time 61.99ms, mfu 13.89%
iter 140: loss 2.3228, time 61.94ms, mfu 13.89%
iter 150: loss 2.2560, time 62.07ms, mfu 13.89%
iter 160: loss 2.1978, time 61.91ms, mfu 13.89%
iter 170: loss 2.0932, time 61.94ms, mfu 13.89%
iter 180: loss 2.0902, time 62.08ms, mfu 13.89%
iter 190: loss 2.0724, time 62.00ms, mfu 13.89%
iter 200: loss 1.9508, time 61.97ms, mfu 13.89%
iter 210: loss 1.9318, time 62.01ms, mfu 13.88%
iter 220: loss 1.9027, time 62.07ms, mfu 13.88%
iter 230: loss 1.9233, time 62.07ms, mfu 13.88%
iter 240: loss 1.8645, time 62.11ms, mfu 13.88%
step 250: train loss 1.7864, val loss 2.1217
saving checkpoint to out-shakespeare-L-split50
iter 250: loss 1.8440, time 8302.63ms, mfu 12.50%
iter 260: loss 1.8362, time 61.98ms, mfu 12.64%
iter 270: loss 1.7720, time 62.19ms, mfu 12.76%
iter 280: loss 1.7888, time 61.97ms, mfu 12.87%
iter 290: loss 1.7608, time 62.14ms, mfu 12.97%
iter 300: loss 1.7299, time 62.06ms, mfu 13.06%
iter 310: loss 1.6950, time 62.13ms, mfu 13.14%
iter 320: loss 1.7004, time 62.07ms, mfu 13.21%
iter 330: loss 1.6812, time 62.09ms, mfu 13.27%
iter 340: loss 1.6439, time 61.99ms, mfu 13.33%
iter 350: loss 1.6448, time 62.11ms, mfu 13.39%
iter 360: loss 1.6210, time 61.99ms, mfu 13.43%
iter 370: loss 1.5849, time 62.16ms, mfu 13.48%
iter 380: loss 1.5915, time 62.16ms, mfu 13.51%
iter 390: loss 1.5687, time 62.00ms, mfu 13.55%
iter 400: loss 1.5326, time 62.06ms, mfu 13.58%
iter 410: loss 1.5668, time 62.05ms, mfu 13.61%
iter 420: loss 1.5345, time 62.17ms, mfu 13.63%
iter 430: loss 1.5471, time 61.99ms, mfu 13.66%
iter 440: loss 1.5389, time 62.08ms, mfu 13.68%
iter 450: loss 1.5003, time 62.04ms, mfu 13.70%
iter 460: loss 1.4852, time 62.16ms, mfu 13.71%
iter 470: loss 1.4549, time 62.03ms, mfu 13.73%
iter 480: loss 1.4686, time 62.11ms, mfu 13.74%
iter 490: loss 1.5436, time 62.09ms, mfu 13.75%
step 500: train loss 1.4064, val loss 1.9345
saving checkpoint to out-shakespeare-L-split50
iter 500: loss 1.4762, time 8500.01ms, mfu 12.39%
iter 510: loss 1.4917, time 61.95ms, mfu 12.54%
iter 520: loss 1.4374, time 62.32ms, mfu 12.66%
iter 530: loss 1.4278, time 62.03ms, mfu 12.78%
iter 540: loss 1.4502, time 61.89ms, mfu 12.89%
iter 550: loss 1.4466, time 62.27ms, mfu 12.99%
iter 560: loss 1.3877, time 61.94ms, mfu 13.08%
iter 570: loss 1.4224, time 62.09ms, mfu 13.15%
iter 580: loss 1.3870, time 61.89ms, mfu 13.23%
iter 590: loss 1.3891, time 62.10ms, mfu 13.29%
iter 600: loss 1.3806, time 62.16ms, mfu 13.35%
iter 610: loss 1.4044, time 61.96ms, mfu 13.40%
iter 620: loss 1.3502, time 62.11ms, mfu 13.45%
iter 630: loss 1.3880, time 62.06ms, mfu 13.49%
iter 640: loss 1.3782, time 62.06ms, mfu 13.52%
iter 650: loss 1.3084, time 62.13ms, mfu 13.56%
iter 660: loss 1.3424, time 61.97ms, mfu 13.59%
iter 670: loss 1.2801, time 62.19ms, mfu 13.61%
iter 680: loss 1.3269, time 62.05ms, mfu 13.64%
iter 690: loss 1.3500, time 62.04ms, mfu 13.66%
iter 700: loss 1.2995, time 62.11ms, mfu 13.68%
iter 710: loss 1.3235, time 62.06ms, mfu 13.70%
iter 720: loss 1.3275, time 62.27ms, mfu 13.71%
iter 730: loss 1.2836, time 62.15ms, mfu 13.72%
iter 740: loss 1.2823, time 62.01ms, mfu 13.74%
step 750: train loss 1.2149, val loss 1.8860
saving checkpoint to out-shakespeare-L-split50
iter 750: loss 1.2503, time 8475.91ms, mfu 12.38%
