======================================================================
Run 6/16  |  size=S  split=25%
Config : config/train_shakespeare_char_S.py
Out dir: out-shakespeare-S-split25
Log    : logs/train_S_split25.log
======================================================================
Command: /home/nico/uni/jupyter/Advanced NLP/.venv/bin/python train.py config/train_shakespeare_char_S.py --train_file=train_25.bin --out_dir=out-shakespeare-S-split25 --wandb_run_name=S-split25

/home/nico/uni/jupyter/Advanced NLP/nanoGPT/train.py:198: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with config/train_shakespeare_char_S.py:
# Baseline configuration
out_dir = 'out-shakespeare-S'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'baseline'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 4
n_head = 4
n_embd = 128
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'cuda' # change to 'cuda' if you have a GPU
compile = True # set True only on Linux with GPU

Overriding: train_file = train_25.bin
Overriding: out_dir = out-shakespeare-S-split25
Overriding: wandb_run_name = S-split25
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.80M
num decayed parameter tensors: 18, with 827,520 parameters
iter 430: loss 2.2215, time 3.97ms, mfu 9.02%
iter 440: loss 2.2163, time 3.60ms, mfu 9.05%
iter 450: loss 2.2353, time 3.45ms, mfu 9.11%
iter 460: loss 2.2104, time 3.62ms, mfu 9.12%
iter 470: loss 2.1844, time 3.45ms, mfu 9.17%
iter 480: loss 2.1699, time 3.47ms, mfu 9.21%
iter 490: loss 2.1942, time 3.68ms, mfu 9.20%
step 500: train loss 2.0384, val loss 2.3503
saving checkpoint to out-shakespeare-S-split25
iter 500: loss 2.1727, time 845.71ms, mfu 8.28%
iter 510: loss 2.1310, time 3.66ms, mfu 8.37%
iter 520: loss 2.1438, time 3.47ms, mfu 8.49%
iter 530: loss 2.1308, time 3.79ms, mfu 8.52%
iter 540: loss 2.1168, time 3.51ms, mfu 8.62%
iter 550: loss 2.0938, time 3.60ms, mfu 8.68%
iter 560: loss 2.0628, time 3.60ms, mfu 8.74%
iter 570: loss 2.0982, time 3.43ms, mfu 8.84%
iter 580: loss 2.0679, time 3.54ms, mfu 8.89%
iter 590: loss 2.0868, time 3.48ms, mfu 8.96%
iter 600: loss 2.0653, time 3.48ms, mfu 9.02%
iter 610: loss 2.0313, time 3.54ms, mfu 9.06%
iter 620: loss 2.0457, time 3.44ms, mfu 9.13%
iter 630: loss 2.0391, time 3.62ms, mfu 9.13%
iter 640: loss 2.0349, time 3.90ms, mfu 9.08%
iter 650: loss 1.9966, time 3.38ms, mfu 9.15%
iter 660: loss 2.0087, time 3.71ms, mfu 9.14%
iter 670: loss 2.0287, time 3.48ms, mfu 9.18%
iter 680: loss 1.9823, time 3.55ms, mfu 9.20%
iter 690: loss 2.0114, time 3.75ms, mfu 9.17%
iter 700: loss 1.8977, time 3.57ms, mfu 9.19%
iter 710: loss 1.9536, time 3.65ms, mfu 9.18%
iter 720: loss 1.9463, time 3.60ms, mfu 9.19%
iter 730: loss 1.9292, time 3.43ms, mfu 9.24%
iter 740: loss 1.9211, time 3.42ms, mfu 9.29%
step 750: train loss 1.7749, val loss 2.2090
saving checkpoint to out-shakespeare-S-split25
iter 750: loss 1.8961, time 841.04ms, mfu 8.37%
iter 760: loss 1.9521, time 3.63ms, mfu 8.45%
iter 770: loss 1.9009, time 3.53ms, mfu 8.55%
iter 780: loss 1.8885, time 3.65ms, mfu 8.61%
iter 790: loss 1.8789, time 3.67ms, mfu 8.65%
iter 800: loss 1.8731, time 3.53ms, mfu 8.73%
iter 810: loss 1.8914, time 3.77ms, mfu 8.75%
iter 820: loss 1.8675, time 3.73ms, mfu 8.77%
iter 830: loss 1.8737, time 3.57ms, mfu 8.82%
iter 840: loss 1.8471, time 3.58ms, mfu 8.87%
iter 850: loss 1.8807, time 3.60ms, mfu 8.91%
iter 860: loss 1.8327, time 3.50ms, mfu 8.97%
iter 870: loss 1.8753, time 3.44ms, mfu 9.04%
iter 880: loss 1.8380, time 3.55ms, mfu 9.08%
iter 890: loss 1.8008, time 3.73ms, mfu 9.07%
iter 900: loss 1.8240, time 3.45ms, mfu 9.13%
iter 910: loss 1.8358, time 3.66ms, mfu 9.12%
iter 920: loss 1.8360, time 3.71ms, mfu 9.11%
iter 930: loss 1.7591, time 3.76ms, mfu 9.09%
iter 940: loss 1.8124, time 3.54ms, mfu 9.12%
iter 950: loss 1.7834, time 3.52ms, mfu 9.15%
iter 960: loss 1.7896, time 3.56ms, mfu 9.18%
iter 970: loss 1.7879, time 3.62ms, mfu 9.18%
iter 980: loss 1.7931, time 3.94ms, mfu 9.11%
iter 990: loss 1.7710, time 3.63ms, mfu 9.12%
step 1000: train loss 1.6233, val loss 2.1276
saving checkpoint to out-shakespeare-S-split25
iter 1000: loss 1.7815, time 841.80ms, mfu 8.21%
iter 1010: loss 1.7682, time 3.40ms, mfu 8.37%
iter 1020: loss 1.7286, time 3.43ms, mfu 8.51%
iter 1030: loss 1.7620, time 3.74ms, mfu 8.55%
iter 1040: loss 1.7676, time 3.75ms, mfu 8.58%
iter 1050: loss 1.7809, time 3.43ms, mfu 8.69%
iter 1060: loss 1.7313, time 3.69ms, mfu 8.73%
iter 1070: loss 1.7938, time 3.70ms, mfu 8.76%
iter 1080: loss 1.7672, time 3.52ms, mfu 8.83%
iter 1090: loss 1.7101, time 3.80ms, mfu 8.82%
iter 1100: loss 1.7519, time 3.58ms, mfu 8.87%
iter 1110: loss 1.7341, time 3.81ms, mfu 8.86%
iter 1120: loss 1.7341, time 3.65ms, mfu 8.89%
iter 1130: loss 1.6942, time 3.85ms, mfu 8.86%
iter 1140: loss 1.7535, time 3.60ms, mfu 8.90%
iter 1150: loss 1.7197, time 3.71ms, mfu 8.91%
iter 1160: loss 1.6749, time 3.56ms, mfu 8.96%
iter 1170: loss 1.7163, time 3.97ms, mfu 8.90%
iter 1180: loss 1.7090, time 3.73ms, mfu 8.90%
iter 1190: loss 1.7121, time 3.66ms, mfu 8.92%
iter 1200: loss 1.6889, time 3.88ms, mfu 8.89%
iter 1210: loss 1.6772, time 3.58ms, mfu 8.93%
iter 1220: loss 1.6818, time 3.88ms, mfu 8.90%
iter 1230: loss 1.7071, time 3.56ms, mfu 8.94%
iter 1240: loss 1.7091, time 3.56ms, mfu 8.99%
step 1250: train loss 1.5319, val loss 2.1019
saving checkpoint to out-shakespeare-S-split25
iter 1250: loss 1.6754, time 841.00ms, mfu 8.09%
iter 1260: loss 1.6833, time 3.75ms, mfu 8.17%
iter 1270: loss 1.6708, time 3.71ms, mfu 8.25%
iter 1280: loss 1.6729, time 3.65ms, mfu 8.34%
iter 1290: loss 1.6532, time 3.72ms, mfu 8.41%
iter 1300: loss 1.6636, time 3.55ms, mfu 8.50%
iter 1310: loss 1.6599, time 3.75ms, mfu 8.54%
iter 1320: loss 1.6538, time 3.78ms, mfu 8.57%
iter 1330: loss 1.6911, time 3.64ms, mfu 8.63%
iter 1340: loss 1.6622, time 3.73ms, mfu 8.66%
iter 1350: loss 1.6737, time 3.55ms, mfu 8.73%
iter 1360: loss 1.6539, time 3.53ms, mfu 8.80%
iter 1370: loss 1.6454, time 3.55ms, mfu 8.86%
iter 1380: loss 1.6546, time 3.51ms, mfu 8.93%
iter 1390: loss 1.6566, time 3.54ms, mfu 8.98%
iter 1400: loss 1.6464, time 3.57ms, mfu 9.01%
iter 1410: loss 1.6483, time 3.80ms, mfu 8.99%
iter 1420: loss 1.6188, time 3.79ms, mfu 8.97%
iter 1430: loss 1.6452, time 3.80ms, mfu 8.95%
iter 1440: loss 1.6391, time 3.91ms, mfu 8.91%
iter 1450: loss 1.6151, time 3.49ms, mfu 8.97%
iter 1460: loss 1.6543, time 3.63ms, mfu 8.99%
iter 1470: loss 1.6153, time 3.91ms, mfu 8.94%
iter 1480: loss 1.6259, time 3.53ms, mfu 8.99%
iter 1490: loss 1.6585, time 3.61ms, mfu 9.02%
step 1500: train loss 1.4614, val loss 2.0647
saving checkpoint to out-shakespeare-S-split25
iter 1500: loss 1.6379, time 842.41ms, mfu 8.12%
iter 1510: loss 1.6030, time 3.75ms, mfu 8.20%
iter 1520: loss 1.6125, time 3.11ms, mfu 8.45%
iter 1530: loss 1.6138, time 3.16ms, mfu 8.66%
iter 1540: loss 1.5852, time 3.11ms, mfu 8.86%
iter 1550: loss 1.6134, time 3.11ms, mfu 9.05%
iter 1560: loss 1.6248, time 3.13ms, mfu 9.21%
iter 1570: loss 1.5675, time 3.12ms, mfu 9.36%
iter 1580: loss 1.6289, time 3.12ms, mfu 9.49%
iter 1590: loss 1.6298, time 3.11ms, mfu 9.61%
iter 1600: loss 1.5863, time 3.12ms, mfu 9.72%
iter 1610: loss 1.6241, time 3.13ms, mfu 9.81%
iter 1620: loss 1.6078, time 3.13ms, mfu 9.90%
iter 1630: loss 1.5665, time 3.12ms, mfu 9.98%
iter 1640: loss 1.5966, time 3.13ms, mfu 10.04%
iter 1650: loss 1.6154, time 3.12ms, mfu 10.11%
iter 1660: loss 1.5812, time 3.13ms, mfu 10.16%
iter 1670: loss 1.5824, time 3.11ms, mfu 10.22%
iter 1680: loss 1.5830, time 3.13ms, mfu 10.26%
iter 1690: loss 1.5870, time 3.11ms, mfu 10.31%
iter 1700: loss 1.5836, time 3.13ms, mfu 10.34%
iter 1710: loss 1.5641, time 3.15ms, mfu 10.37%
iter 1720: loss 1.6006, time 3.12ms, mfu 10.40%
iter 1730: loss 1.5969, time 3.12ms, mfu 10.43%
iter 1740: loss 1.6131, time 3.13ms, mfu 10.45%
step 1750: train loss 1.4179, val loss 2.0536
saving checkpoint to out-shakespeare-S-split25
iter 1750: loss 1.5733, time 845.43ms, mfu 9.41%
iter 1760: loss 1.5545, time 3.12ms, mfu 9.54%
iter 1770: loss 1.5544, time 3.11ms, mfu 9.66%
iter 1780: loss 1.5688, time 3.12ms, mfu 9.76%
iter 1790: loss 1.5495, time 3.12ms, mfu 9.85%
iter 1800: loss 1.5424, time 3.12ms, mfu 9.94%
iter 1810: loss 1.5560, time 3.11ms, mfu 10.01%
iter 1820: loss 1.5634, time 3.12ms, mfu 10.08%
iter 1830: loss 1.5805, time 3.12ms, mfu 10.14%
iter 1840: loss 1.5583, time 3.12ms, mfu 10.20%
iter 1850: loss 1.5601, time 3.11ms, mfu 10.25%
iter 1860: loss 1.5621, time 3.11ms, mfu 10.30%
iter 1870: loss 1.5880, time 3.10ms, mfu 10.34%
iter 1880: loss 1.5549, time 3.11ms, mfu 10.38%
iter 1890: loss 1.5341, time 3.12ms, mfu 10.41%
iter 1900: loss 1.5525, time 3.13ms, mfu 10.43%
iter 1910: loss 1.5737, time 3.12ms, mfu 10.46%
iter 1920: loss 1.5220, time 3.13ms, mfu 10.48%
iter 1930: loss 1.5553, time 3.10ms, mfu 10.51%
iter 1940: loss 1.5562, time 3.11ms, mfu 10.53%
iter 1950: loss 1.5494, time 3.13ms, mfu 10.54%
iter 1960: loss 1.5437, time 3.11ms, mfu 10.56%
iter 1970: loss 1.5258, time 3.12ms, mfu 10.57%
iter 1980: loss 1.5128, time 3.12ms, mfu 10.58%
iter 1990: loss 1.5253, time 3.10ms, mfu 10.60%
step 2000: train loss 1.3736, val loss 2.0462
saving checkpoint to out-shakespeare-S-split25
iter 2000: loss 1.5304, time 844.84ms, mfu 9.54%
iter 2010: loss 1.5262, time 3.12ms, mfu 9.66%
iter 2020: loss 1.5457, time 3.13ms, mfu 9.76%
iter 2030: loss 1.5593, time 3.13ms, mfu 9.84%
iter 2040: loss 1.5174, time 3.11ms, mfu 9.93%
iter 2050: loss 1.5259, time 3.12ms, mfu 10.01%
iter 2060: loss 1.5204, time 3.12ms, mfu 10.07%
iter 2070: loss 1.5040, time 3.11ms, mfu 10.14%
iter 2080: loss 1.5063, time 3.16ms, mfu 10.18%
iter 2090: loss 1.5171, time 3.11ms, mfu 10.23%
iter 2100: loss 1.5526, time 3.12ms, mfu 10.28%
iter 2110: loss 1.5150, time 3.13ms, mfu 10.31%
iter 2120: loss 1.5288, time 3.12ms, mfu 10.35%
iter 2130: loss 1.5240, time 3.12ms, mfu 10.38%
iter 2140: loss 1.5362, time 3.14ms, mfu 10.41%
iter 2150: loss 1.5106, time 3.12ms, mfu 10.44%
iter 2160: loss 1.4739, time 3.10ms, mfu 10.47%
iter 2170: loss 1.5016, time 3.11ms, mfu 10.49%
iter 2180: loss 1.5271, time 3.12ms, mfu 10.51%
iter 2190: loss 1.5083, time 3.12ms, mfu 10.53%
iter 2200: loss 1.5405, time 3.12ms, mfu 10.54%
iter 2210: loss 1.5175, time 3.12ms, mfu 10.56%
iter 2220: loss 1.5023, time 3.12ms, mfu 10.57%
iter 2230: loss 1.5105, time 3.12ms, mfu 10.58%
iter 2240: loss 1.5453, time 3.13ms, mfu 10.59%
step 2250: train loss 1.3423, val loss 2.0343
saving checkpoint to out-shakespeare-S-split25
iter 2250: loss 1.4797, time 846.45ms, mfu 9.53%
iter 2260: loss 1.4487, time 3.11ms, mfu 9.65%
iter 2270: loss 1.4618, time 3.11ms, mfu 9.76%
iter 2280: loss 1.4910, time 3.11ms, mfu 9.85%
iter 2290: loss 1.4890, time 3.13ms, mfu 9.94%
iter 2300: loss 1.5431, time 3.12ms, mfu 10.01%
iter 2310: loss 1.4952, time 3.11ms, mfu 10.08%
iter 2320: loss 1.5095, time 3.12ms, mfu 10.14%
iter 2330: loss 1.4837, time 3.10ms, mfu 10.20%
iter 2340: loss 1.4995, time 3.12ms, mfu 10.25%
iter 2350: loss 1.4831, time 3.12ms, mfu 10.30%
iter 2360: loss 1.4774, time 3.12ms, mfu 10.34%
iter 2370: loss 1.4925, time 3.13ms, mfu 10.37%
iter 2380: loss 1.4947, time 3.11ms, mfu 10.40%
iter 2390: loss 1.4841, time 3.11ms, mfu 10.43%
iter 2400: loss 1.4658, time 3.15ms, mfu 10.45%
iter 2410: loss 1.4729, time 3.11ms, mfu 10.47%
iter 2420: loss 1.5183, time 3.12ms, mfu 10.49%
iter 2430: loss 1.4915, time 3.12ms, mfu 10.52%
iter 2440: loss 1.5019, time 3.11ms, mfu 10.54%
iter 2450: loss 1.4657, time 3.11ms, mfu 10.55%
iter 2460: loss 1.4879, time 3.11ms, mfu 10.57%
iter 2470: loss 1.4743, time 3.13ms, mfu 10.58%
iter 2480: loss 1.4914, time 3.12ms, mfu 10.59%
iter 2490: loss 1.4561, time 3.13ms, mfu 10.60%
step 2500: train loss 1.3136, val loss 2.0449
iter 2500: loss 1.4575, time 829.53ms, mfu 9.54%
iter 2510: loss 1.4757, time 3.47ms, mfu 9.55%
iter 2520: loss 1.4960, time 3.50ms, mfu 9.55%
iter 2530: loss 1.5003, time 3.38ms, mfu 9.58%
iter 2540: loss 1.4481, time 3.53ms, mfu 9.57%
iter 2550: loss 1.4512, time 3.42ms, mfu 9.58%
iter 2560: loss 1.4535, time 3.67ms, mfu 9.53%
iter 2570: loss 1.4597, time 3.55ms, mfu 9.52%
iter 2580: loss 1.4801, time 3.98ms, mfu 9.41%
iter 2590: loss 1.4759, time 3.52ms, mfu 9.41%
iter 2600: loss 1.5084, time 3.61ms, mfu 9.40%
iter 2610: loss 1.3978, time 3.67ms, mfu 9.36%
iter 2620: loss 1.4047, time 3.71ms, mfu 9.33%
iter 2630: loss 1.4782, time 3.68ms, mfu 9.30%
iter 2640: loss 1.4891, time 3.60ms, mfu 9.30%
iter 2650: loss 1.4443, time 3.56ms, mfu 9.30%
iter 2660: loss 1.4616, time 3.29ms, mfu 9.39%
iter 2670: loss 1.4335, time 3.58ms, mfu 9.38%
iter 2680: loss 1.4575, time 3.72ms, mfu 9.34%
iter 2690: loss 1.4227, time 3.72ms, mfu 9.30%
iter 2700: loss 1.4549, time 3.52ms, mfu 9.32%
iter 2710: loss 1.4548, time 3.57ms, mfu 9.32%
iter 2720: loss 1.4590, time 3.57ms, mfu 9.32%
iter 2730: loss 1.4524, time 3.58ms, mfu 9.32%
iter 2740: loss 1.4499, time 3.71ms, mfu 9.29%
step 2750: train loss 1.2896, val loss 2.0345
iter 2750: loss 1.4525, time 824.07ms, mfu 8.36%
iter 2760: loss 1.4363, time 3.55ms, mfu 8.47%
iter 2770: loss 1.4678, time 3.85ms, mfu 8.48%
iter 2780: loss 1.4657, time 3.78ms, mfu 8.52%
iter 2790: loss 1.4635, time 3.64ms, mfu 8.58%
iter 2800: loss 1.4610, time 3.77ms, mfu 8.61%
iter 2810: loss 1.4140, time 3.55ms, mfu 8.69%
iter 2820: loss 1.4513, time 3.73ms, mfu 8.71%
iter 2830: loss 1.4686, time 3.63ms, mfu 8.76%
iter 2840: loss 1.4408, time 3.92ms, mfu 8.73%
iter 2850: loss 1.4506, time 3.56ms, mfu 8.80%
iter 2860: loss 1.4593, time 3.51ms, mfu 8.87%
iter 2870: loss 1.4455, time 3.52ms, mfu 8.93%
iter 2880: loss 1.4393, time 3.72ms, mfu 8.93%
iter 2890: loss 1.4529, time 3.53ms, mfu 8.98%
iter 2900: loss 1.4501, time 3.61ms, mfu 9.01%
iter 2910: loss 1.4247, time 3.58ms, mfu 9.04%
iter 2920: loss 1.4122, time 3.60ms, mfu 9.06%
iter 2930: loss 1.4729, time 3.53ms, mfu 9.10%
iter 2940: loss 1.4700, time 3.49ms, mfu 9.15%
iter 2950: loss 1.4593, time 3.90ms, mfu 9.09%
iter 2960: loss 1.4441, time 3.72ms, mfu 9.07%
iter 2970: loss 1.4337, time 3.58ms, mfu 9.10%
iter 2980: loss 1.4117, time 3.79ms, mfu 9.07%
iter 2990: loss 1.4255, time 3.55ms, mfu 9.10%
step 3000: train loss 1.2669, val loss 2.0203
saving checkpoint to out-shakespeare-S-split25
iter 3000: loss 1.4237, time 848.72ms, mfu 8.19%
iter 3010: loss 1.4383, time 3.61ms, mfu 8.30%
iter 3020: loss 1.4119, time 3.92ms, mfu 8.32%
iter 3030: loss 1.4143, time 3.53ms, mfu 8.43%
iter 3040: loss 1.4391, time 3.34ms, mfu 8.58%
iter 3050: loss 1.4386, time 3.53ms, mfu 8.67%
iter 3060: loss 1.4309, time 3.60ms, mfu 8.73%
iter 3070: loss 1.4177, time 3.59ms, mfu 8.79%
iter 3080: loss 1.4017, time 3.55ms, mfu 8.85%
iter 3090: loss 1.3786, time 3.57ms, mfu 8.89%
iter 3100: loss 1.4185, time 3.42ms, mfu 8.98%
iter 3110: loss 1.4298, time 3.38ms, mfu 9.07%
iter 3120: loss 1.4051, time 3.64ms, mfu 9.08%
iter 3130: loss 1.4316, time 3.50ms, mfu 9.12%
iter 3140: loss 1.4083, time 3.45ms, mfu 9.18%
iter 3150: loss 1.4278, time 3.39ms, mfu 9.24%
iter 3160: loss 1.4068, time 3.59ms, mfu 9.25%
iter 3170: loss 1.4346, time 3.60ms, mfu 9.25%
iter 3180: loss 1.4067, time 3.59ms, mfu 9.25%
iter 3190: loss 1.4386, time 3.64ms, mfu 9.24%
iter 3200: loss 1.4240, time 3.64ms, mfu 9.23%
iter 3210: loss 1.3909, time 3.55ms, mfu 9.25%
iter 3220: loss 1.4415, time 3.46ms, mfu 9.29%
iter 3230: loss 1.4233, time 3.60ms, mfu 9.28%
iter 3240: loss 1.4390, time 3.51ms, mfu 9.31%
step 3250: train loss 1.2509, val loss 2.0269
iter 3250: loss 1.4014, time 823.91ms, mfu 8.38%
iter 3260: loss 1.4250, time 3.71ms, mfu 8.44%
iter 3270: loss 1.4220, time 3.68ms, mfu 8.50%
iter 3280: loss 1.4353, time 3.72ms, mfu 8.55%
iter 3290: loss 1.4078, time 3.60ms, mfu 8.62%
iter 3300: loss 1.3968, time 4.04ms, mfu 8.58%
iter 3310: loss 1.4237, time 3.48ms, mfu 8.68%
iter 3320: loss 1.4138, time 3.58ms, mfu 8.75%
iter 3330: loss 1.3961, time 3.64ms, mfu 8.79%
iter 3340: loss 1.4215, time 3.64ms, mfu 8.82%
iter 3350: loss 1.4090, time 3.76ms, mfu 8.83%
iter 3360: loss 1.4065, time 3.84ms, mfu 8.81%
iter 3370: loss 1.3667, time 3.67ms, mfu 8.84%
iter 3380: loss 1.4033, time 4.00ms, mfu 8.79%
iter 3390: loss 1.3973, time 3.74ms, mfu 8.80%
iter 3400: loss 1.3907, time 3.61ms, mfu 8.84%
iter 3410: loss 1.3969, time 3.57ms, mfu 8.89%
iter 3420: loss 1.4488, time 3.64ms, mfu 8.92%
iter 3430: loss 1.4185, time 3.86ms, mfu 8.89%
iter 3440: loss 1.4177, time 3.72ms, mfu 8.90%
iter 3450: loss 1.4443, time 3.98ms, mfu 8.85%
iter 3460: loss 1.4070, time 3.68ms, mfu 8.87%
iter 3470: loss 1.4105, time 4.00ms, mfu 8.82%
iter 3480: loss 1.4075, time 3.59ms, mfu 8.86%
iter 3490: loss 1.4225, time 3.48ms, mfu 8.93%
step 3500: train loss 1.2312, val loss 2.0176
saving checkpoint to out-shakespeare-S-split25
iter 3500: loss 1.4013, time 847.78ms, mfu 8.05%
iter 3510: loss 1.3782, time 3.80ms, mfu 8.12%
iter 3520: loss 1.4221, time 3.71ms, mfu 8.21%
iter 3530: loss 1.3757, time 3.59ms, mfu 8.31%
iter 3540: loss 1.3708, time 3.69ms, mfu 8.38%
iter 3550: loss 1.3982, time 3.56ms, mfu 8.48%
iter 3560: loss 1.3878, time 3.56ms, mfu 8.57%
iter 3570: loss 1.4148, time 3.30ms, mfu 8.72%
iter 3580: loss 1.4262, time 3.44ms, mfu 8.82%
iter 3590: loss 1.3946, time 3.79ms, mfu 8.82%
iter 3600: loss 1.4060, time 3.53ms, mfu 8.88%
iter 3610: loss 1.3831, time 3.60ms, mfu 8.92%
iter 3620: loss 1.4076, time 3.71ms, mfu 8.93%
iter 3630: loss 1.4107, time 3.54ms, mfu 8.97%
iter 3640: loss 1.4058, time 3.53ms, mfu 9.02%
iter 3650: loss 1.4195, time 3.70ms, mfu 9.02%
iter 3660: loss 1.3693, time 3.79ms, mfu 9.00%
iter 3670: loss 1.3912, time 3.61ms, mfu 9.02%
iter 3680: loss 1.3933, time 3.74ms, mfu 9.01%
iter 3690: loss 1.3701, time 3.63ms, mfu 9.03%
iter 3700: loss 1.3862, time 3.52ms, mfu 9.07%
iter 3710: loss 1.3917, time 3.56ms, mfu 9.10%
iter 3720: loss 1.3987, time 3.76ms, mfu 9.08%
iter 3730: loss 1.4265, time 3.63ms, mfu 9.09%
iter 3740: loss 1.3877, time 3.76ms, mfu 9.07%
step 3750: train loss 1.2178, val loss 2.0304
iter 3750: loss 1.3973, time 824.14ms, mfu 8.16%
iter 3760: loss 1.3748, time 3.49ms, mfu 8.30%
iter 3770: loss 1.4026, time 3.63ms, mfu 8.39%
iter 3780: loss 1.4162, time 3.70ms, mfu 8.45%
iter 3790: loss 1.3838, time 3.67ms, mfu 8.52%
iter 3800: loss 1.3852, time 3.28ms, mfu 8.68%
iter 3810: loss 1.3934, time 3.80ms, mfu 8.69%
